SIC_2DIGIT_CODE,SIC_2DIGIT_NAME,SIC_3DIGIT_CODE,SIC_3DIGIT_NAME,SIC_4DIGIT_CODE,SIC_4DIGIT_NAME,SIC_5DIGIT_CODE,SIC_5DIGIT_NAME,SIC_2DIGIT_CODE_NUMERIC,SIC_SECTION_LETTER,SIC_SECTION_CODE,SIC_SECTION_NAME
01,"01 : Crop and animal production, hunting and related service activities",010,010 : DEFRA/Scottish Executive Agricultural Data,0100,0100 : DEFRA/Scottish Executive Agricultural Data,01000,01000 : DEFRA/Scottish Executive Agricultural Data,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0111,"0111 : Growing of cereals (except rice), leguminous crops and oil seeds",01110,"01110 : Growing of cereals (except rice), leguminous crops and oil seeds",1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0112,0112 : Growing of rice,01120,01120 : Growing of rice,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0113,"0113 : Growing of vegetables and melons, roots and tubers",01130,"01130 : Growing of vegetables and melons, roots and tubers",1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0114,0114 : Growing of sugar cane,01140,01140 : Growing of sugar cane,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0115,0115 : Growing of tobacco,01150,01150 : Growing of tobacco,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0116,0116 : Growing of fibre crops,01160,01160 : Growing of fibre crops,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",011,011 : Growing of non-perennial crops,0119,0119 : Growing of other non-perennial crops,01190,01190 : Growing of other non-perennial crops,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0121,0121 : Growing of grapes,01210,01210 : Growing of grapes,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0122,0122 : Growing of tropical and subtropical fruits,01220,01220 : Growing of tropical and subtropical fruits,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0123,0123 : Growing of citrus fruits,01230,01230 : Growing of citrus fruits,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0124,0124 : Growing of pome fruits and stone fruits,01240,01240 : Growing of pome fruits and stone fruits,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0125,0125 : Growing of other tree and bush fruits and nuts,01250,01250 : Growing of other tree and bush fruits and nuts,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0126,0126 : Growing of oleaginous fruits,01260,01260 : Growing of oleaginous fruits,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0127,0127 : Growing of beverage crops,01270,01270 : Growing of beverage crops,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0128,"0128 : Growing of spices, aromatic, drug and pharmaceutical crops",01280,"01280 : Growing of spices, aromatic, drug and pharmaceutical crops",1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",012,012 : Growing of perennial crops,0129,0129 : Growing of other perennial crops,01290,01290 : Growing of other perennial crops,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",013,013 : Plant propagation,0130,0130 : Plant propagation,01300,01300 : Plant propagation,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0141,0141 : Raising of dairy cattle,01410,01410 : Raising of dairy cattle,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0142,0142 : Raising of other cattle and buffaloes,01420,01420 : Raising of other cattle and buffaloes,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0143,0143 : Raising of horses and other equines,01430,01430 : Raising of horses and other equines,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0144,0144 : Raising of camels and camelids,01440,01440 : Raising of camels and camelids,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0145,0145 : Raising of sheep and goats,01450,01450 : Raising of sheep and goats,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0146,0146 : Raising of swine/pigs,01460,01460 : Raising of swinepigs,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0147,0147 : Raising of poultry,01470,01470 : Raising of poultry,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",014,014 : Animal production,0149,0149 : Raising of other animals,01490,01490 : Raising of other animals,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",015,015 : Mixed farming,0150,0150 : Mixed farming,01500,01500 : Mixed farming,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",016,016 : Support activities to agriculture and post-harvest crop activities,0161,0161 : Support activities for crop production,01610,01610 : Support activities for crop production,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",016,016 : Support activities to agriculture and post-harvest crop activities,0162,0162 : Support activities for animal production,01621,01621 : Farm animal boarding and care,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",016,016 : Support activities to agriculture and post-harvest crop activities,0162,0162 : Support activities for animal production,01629,01629 : Support activities for animal production (other than farm animal boarding and care) nec,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",016,016 : Support activities to agriculture and post-harvest crop activities,0163,0163 : Post-harvest crop activities,01630,01630 : Post-harvest crop activities,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",016,016 : Support activities to agriculture and post-harvest crop activities,0164,0164 : Seed processing for propagation,01640,01640 : Seed processing for propagation,1,A,A (1-3),"Agriculture, forestry and fishing"
01,"01 : Crop and animal production, hunting and related service activities",017,"017 : Hunting, trapping and related service activities",0170,"0170 : Hunting, trapping and related service activities",01700,"01700 : Hunting, trapping and related service activities",1,A,A (1-3),"Agriculture, forestry and fishing"
02,02 : Forestry and logging,021,021 : Silviculture and other forestry activities,0210,0210 : Silviculture and other forestry activities,02100,02100 : Silviculture and other forestry activities,2,A,A (1-3),"Agriculture, forestry and fishing"
02,02 : Forestry and logging,022,022 : Logging,0220,0220 : Logging,02200,02200 : Logging,2,A,A (1-3),"Agriculture, forestry and fishing"
02,02 : Forestry and logging,023,023 : Gathering of wild growing non-wood products,0230,0230 : Gathering of wild growing non-wood products,02300,02300 : Gathering of wild growing non-wood products,2,A,A (1-3),"Agriculture, forestry and fishing"
02,02 : Forestry and logging,024,024 : Support services to forestry,0240,0240 : Support services to forestry,02400,02400 : Support services to forestry,2,A,A (1-3),"Agriculture, forestry and fishing"
03,03 : Fishing and aquaculture,031,031 : Fishing,0311,0311 : Marine fishing,03110,03110 : Marine fishing,3,A,A (1-3),"Agriculture, forestry and fishing"
03,03 : Fishing and aquaculture,031,031 : Fishing,0312,0312 : Freshwater fishing,03120,03120 : Freshwater fishing,3,A,A (1-3),"Agriculture, forestry and fishing"
03,03 : Fishing and aquaculture,032,032 : Aquaculture,0321,0321 : Marine aquaculture,03210,03210 : Marine aquaculture,3,A,A (1-3),"Agriculture, forestry and fishing"
03,03 : Fishing and aquaculture,032,032 : Aquaculture,0322,0322 : Freshwater aquaculture,03220,03220 : Freshwater aquaculture,3,A,A (1-3),"Agriculture, forestry and fishing"
05,05 : Mining of coal and lignite,051,051 : Mining of hard coal,0510,0510 : Mining of hard coal,05101,05101 : Mining of hard coal from deep coal mines (underground mining),5,B,B (5-9),Mining and quarrying
05,05 : Mining of coal and lignite,051,051 : Mining of hard coal,0510,0510 : Mining of hard coal,05102,05102 : Mining of hard coal from open cast coal working (surface mining),5,B,B (5-9),Mining and quarrying
05,05 : Mining of coal and lignite,052,052 : Mining of lignite,0520,0520 : Mining of lignite,05200,05200 : Mining of lignite,5,B,B (5-9),Mining and quarrying
06,06 : Extraction of crude petroleum and natural gas,061,061 : Extraction of crude petroleum,0610,0610 : Extraction of crude petroleum,06100,06100 : Extraction of crude petroleum,6,B,B (5-9),Mining and quarrying
06,06 : Extraction of crude petroleum and natural gas,062,062 : Extraction of natural gas,0620,0620 : Extraction of natural gas,06200,06200 : Extraction of natural gas,6,B,B (5-9),Mining and quarrying
07,07 : Mining of metal ores,071,071 : Mining of iron ores,0710,0710 : Mining of iron ores,07100,07100 : Mining of iron ores,7,B,B (5-9),Mining and quarrying
07,07 : Mining of metal ores,072,072 : Mining of non-ferrous metal ores,0721,0721 : Mining of uranium and thorium ores,07210,07210 : Mining of uranium and thorium ores,7,B,B (5-9),Mining and quarrying
07,07 : Mining of metal ores,072,072 : Mining of non-ferrous metal ores,0729,0729 : Mining of other non-ferrous metal ores,07290,07290 : Mining of other non-ferrous metal ores,7,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,081,"081 : Quarrying of stone, sand and clay",0811,"0811 : Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",08110,"08110 : Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",8,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,081,"081 : Quarrying of stone, sand and clay",0812,0812 : Operation of gravel and sand pits; mining of clays and kaolin,08120,08120 : Operation of gravel and sand pits; mining of clays and kaolin,8,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,089,089 : Mining and quarrying n.e.c.,0891,0891 : Mining of chemical and fertiliser minerals,08910,08910 : Mining of chemical and fertiliser minerals,8,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,089,089 : Mining and quarrying n.e.c.,0892,0892 : Extraction of peat,08920,08920 : Extraction of peat,8,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,089,089 : Mining and quarrying n.e.c.,0893,0893 : Extraction of salt,08930,08930 : Extraction of salt,8,B,B (5-9),Mining and quarrying
08,08 : Other mining and quarrying,089,089 : Mining and quarrying n.e.c.,0899,0899 : Other mining and quarrying n.e.c.,08990,08990 : Other mining and quarrying nec,8,B,B (5-9),Mining and quarrying
09,09 : Mining support service activities,091,091 : Support activities for petroleum and natural gas extraction,0910,0910 : Support activities for petroleum and natural gas extraction,09100,09100 : Support activities for petroleum and natural gas extraction,9,B,B (5-9),Mining and quarrying
09,09 : Mining support service activities,099,099 : Support activities for other mining and quarrying,0990,0990 : Support activities for other mining and quarrying,09900,09900 : Support activities for other mining and quarrying,9,B,B (5-9),Mining and quarrying
10,10 : Manufacture of food products,101,101 : Processing and preserving of meat and production of meat products,1011,1011 : Processing and preserving of meat,10110,10110 : Processing and preserving of meat,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,101,101 : Processing and preserving of meat and production of meat products,1012,1012 : Processing and preserving of poultry meat,10120,10120 : Processing and preserving of poultry meat,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,101,101 : Processing and preserving of meat and production of meat products,1013,1013 : Production of meat and poultry meat products,10130,10130 : Production of meat and poultry meat products,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,102,"102 : Processing and preserving of fish, crustaceans and molluscs",1020,"1020 : Processing and preserving of fish, crustaceans and molluscs",10200,"10200 : Processing and preserving of fish, crustaceans and molluscs",10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,103,103 : Processing and preserving of fruit and vegetables,1031,1031 : Processing and preserving of potatoes,10310,10310 : Processing and preserving of potatoes,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,103,103 : Processing and preserving of fruit and vegetables,1032,1032 : Manufacture of fruit and vegetable juice,10320,10320 : Manufacture of fruit and vegetable juice,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,103,103 : Processing and preserving of fruit and vegetables,1039,1039 : Other processing and preserving of fruit and vegetables,10390,10390 : Other processing and preserving of fruit and vegetables,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,104,104 : Manufacture of vegetable and animal oils and fats,1041,1041 : Manufacture of oils and fats,10410,10410 : Manufacture of oils and fats,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,104,104 : Manufacture of vegetable and animal oils and fats,1042,1042 : Manufacture of margarine and similar edible fats,10420,10420 : Manufacture of margarine and similar edible fats,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,105,105 : Manufacture of dairy products,1051,1051 : Operation of dairies and cheese making,10511,10511 : Liquid milk and cream production,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,105,105 : Manufacture of dairy products,1051,1051 : Operation of dairies and cheese making,10512,10512 : Butter and cheese production,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,105,105 : Manufacture of dairy products,1051,1051 : Operation of dairies and cheese making,10519,"10519 : Manufacture of milk products (other than liquid milk and cream, butter, cheese) nec",10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,105,105 : Manufacture of dairy products,1052,1052 : Manufacture of ice cream,10520,10520 : Manufacture of ice cream,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,106,"106 : Manufacture of grain mill products, starches and starch products",1061,1061 : Manufacture of grain mill products,10611,10611 : Grain milling,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,106,"106 : Manufacture of grain mill products, starches and starch products",1061,1061 : Manufacture of grain mill products,10612,10612 : Manufacture of breakfast cereals and cereals-based foods,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,106,"106 : Manufacture of grain mill products, starches and starch products",1062,1062 : Manufacture of starches and starch products,10620,10620 : Manufacture of starches and starch products,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,107,107 : Manufacture of bakery and farinaceous products,1071,1071 : Manufacture of bread; manufacture of fresh pastry goods and cakes,10710,10710 : Manufacture of bread; manufacture of fresh pastry goods and cakes,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,107,107 : Manufacture of bakery and farinaceous products,1072,1072 : Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,10720,10720 : Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,107,107 : Manufacture of bakery and farinaceous products,1073,"1073 : Manufacture of macaroni, noodles, couscous and similar farinaceous products",10730,"10730 : Manufacture of macaroni, noodles, couscous and similar farinaceous products",10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1081,1081 : Manufacture of sugar,10810,10810 : Manufacture of sugar,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1082,"1082 : Manufacture of cocoa, chocolate and sugar confectionery",10821,"10821 : Manufacture of cocoa, and chocolate confectionery",10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1082,"1082 : Manufacture of cocoa, chocolate and sugar confectionery",10822,10822 : Manufacture of sugar confectionery,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1083,1083 : Processing of tea and coffee,10831,10831 : Tea processing,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1083,1083 : Processing of tea and coffee,10832,10832 : Production of coffee and coffee substitutes,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1084,1084 : Manufacture of condiments and seasonings,10840,10840 : Manufacture of condiments and seasonings,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1085,1085 : Manufacture of prepared meals and dishes,10850,10850 : Manufacture of prepared meals and dishes,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1086,1086 : Manufacture of homogenised food preparations and dietetic food,10860,10860 : Manufacture of homogenised food preparations and dietetic food,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,108,108 : Manufacture of other food products,1089,1089 : Manufacture of other food products n.e.c.,10890,10890 : Manufacture of other food products nec,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,109,109 : Manufacture of prepared animal feeds,1091,1091 : Manufacture of prepared feeds for farm animals,10910,10910 : Manufacture of prepared feeds for farm animals,10,C,C (10-33),Manufacturing
10,10 : Manufacture of food products,109,109 : Manufacture of prepared animal feeds,1092,1092 : Manufacture of prepared pet foods,10920,10920 : Manufacture of prepared pet foods,10,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1101,"1101 : Distilling, rectifying and blending of spirits",11010,"11010 : Distilling, rectifying and blending of spirits",11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1102,1102 : Manufacture of wine from grape,11020,11020 : Manufacture of wine from grape,11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1103,1103 : Manufacture of cider and other fruit wines,11030,11030 : Manufacture of cider and other fruit wines,11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1104,1104 : Manufacture of other non-distilled fermented beverages,11040,11040 : Manufacture of other non-distilled fermented beverages,11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1105,1105 : Manufacture of beer,11050,11050 : Manufacture of beer,11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1106,1106 : Manufacture of malt,11060,11060 : Manufacture of malt,11,C,C (10-33),Manufacturing
11,11 : Manufacture of beverages,110,110 : Manufacture of beverages,1107,1107 : Manufacture of soft drinks; production of mineral waters and other bottled waters,11070,11070 : Manufacture of soft drinks; production of mineral waters and other bottled waters,11,C,C (10-33),Manufacturing
12,12 : Manufacture of tobacco products,120,120 : Manufacture of tobacco products,1200,1200 : Manufacture of tobacco products,12000,12000 : Manufacture of tobacco products,12,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,131,131 : Preparation and spinning of textile fibres,1310,1310 : Preparation and spinning of textile fibres,13100,13100 : Preparation and spinning of textile fibres,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,132,132 : Weaving of textiles,1320,1320 : Weaving of textiles,13200,13200 : Weaving of textiles,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,133,133 : Finishing of textiles,1330,1330 : Finishing of textiles,13300,13300 : Finishing of textiles,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1391,1391 : Manufacture of knitted and crocheted fabrics,13910,13910 : Manufacture of knitted and crocheted fabrics,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1392,"1392 : Manufacture of made-up textile articles, except apparel",13921,13921 : Manufacture of soft furnishings,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1392,"1392 : Manufacture of made-up textile articles, except apparel",13922,"13922 : Manufacture of canvas goods, sacks etc",13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1392,"1392 : Manufacture of made-up textile articles, except apparel",13923,13923 : Manufacture of household textiles (other than soft furnishings of 13921),13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1393,1393 : Manufacture of carpets and rugs,13931,13931 : Manufacture of woven or tufted carpets and rugs,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1393,1393 : Manufacture of carpets and rugs,13939,13939 : Manufacture of carpets and rugs (other than woven or tufted) nec,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1394,"1394 : Manufacture of cordage, rope, twine and netting",13940,"13940 : Manufacture of cordage, rope, twine and netting",13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1395,"1395 : Manufacture of non-wovens and articles made from non-wovens, except apparel",13950,"13950 : Manufacture of non-wovens and articles made from non-wovens, except apparel",13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1396,1396 : Manufacture of other technical and industrial textiles,13960,13960 : Manufacture of other technical and industrial textiles,13,C,C (10-33),Manufacturing
13,13 : Manufacture of textiles,139,139 : Manufacture of other textiles,1399,1399 : Manufacture of other textiles n.e.c.,13990,13990 : Manufacture of other textiles nec,13,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1411,1411 : Manufacture of leather clothes,14110,14110 : Manufacture of leather clothes,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1412,1412 : Manufacture of workwear,14120,14120 : Manufacture of workwear,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1413,1413 : Manufacture of other outerwear,14131,"14131 : Manufacture of men's outerwear, other than leather clothes and workwear",14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1413,1413 : Manufacture of other outerwear,14132,"14132 : Manufacture of women's outerwear, other than leather clothes and workwear",14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1414,1414 : Manufacture of underwear,14141,14141 : Manufacture of men's underwear,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1414,1414 : Manufacture of underwear,14142,14142 : Manufacture of women's underwear,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,141,"141 : Manufacture of wearing apparel, except fur apparel",1419,1419 : Manufacture of other wearing apparel and accessories,14190,14190 : Manufacture of other wearing apparel and accessories,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,142,142 : Manufacture of articles of fur,1420,1420 : Manufacture of articles of fur,14200,14200 : Manufacture of articles of fur,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,143,143 : Manufacture of knitted and crocheted apparel,1431,1431 : Manufacture of knitted and crocheted hosiery,14310,14310 : Manufacture of knitted and crocheted hosiery,14,C,C (10-33),Manufacturing
14,14 : Manufacture of wearing apparel,143,143 : Manufacture of knitted and crocheted apparel,1439,1439 : Manufacture of other knitted and crocheted apparel,14390,14390 : Manufacture of other knitted and crocheted apparel,14,C,C (10-33),Manufacturing
15,15 : Manufacture of leather and related products,151,"151 : Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness;dressing and dyeing of fur",1511,1511 : Tanning and dressing of leather; dressing and dyeing of fur,15110,15110 : Tanning and dressing of leather; dressing and dyeing of fur,15,C,C (10-33),Manufacturing
15,15 : Manufacture of leather and related products,151,"151 : Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness;dressing and dyeing of fur",1512,"1512 : Manufacture of luggage, handbags and the like, saddlery and harness",15120,"15120 : Manufacture of luggage, handbags and the like, saddlery and harness",15,C,C (10-33),Manufacturing
15,15 : Manufacture of leather and related products,152,152 : Manufacture of footwear,1520,1520 : Manufacture of footwear,15200,15200 : Manufacture of footwear,15,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",161,161 : Sawmilling and planing of wood,1610,1610 : Sawmilling and planing of wood,16100,16100 : Sawmilling and planing of wood,16,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",162,"162 : Manufacture of products of wood, cork, straw and plaiting materials",1621,1621 : Manufacture of veneer sheets and wood-based panels,16210,16210 : Manufacture of veneer sheets and wood-based panels,16,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",162,"162 : Manufacture of products of wood, cork, straw and plaiting materials",1622,1622 : Manufacture of assembled parquet floors,16220,16220 : Manufacture of assembled parquet floors,16,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",162,"162 : Manufacture of products of wood, cork, straw and plaiting materials",1623,1623 : Manufacture of other builders' carpentry and joinery,16230,16230 : Manufacture of other builders' carpentry and joinery,16,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",162,"162 : Manufacture of products of wood, cork, straw and plaiting materials",1624,1624 : Manufacture of wooden containers,16240,16240 : Manufacture of wooden containers,16,C,C (10-33),Manufacturing
16,"16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials",162,"162 : Manufacture of products of wood, cork, straw and plaiting materials",1629,"1629 : Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting",16290,"16290 : Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",16,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,171,"171 : Manufacture of pulp, paper and paperboard",1711,1711 : Manufacture of pulp,17110,17110 : Manufacture of pulp,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,171,"171 : Manufacture of pulp, paper and paperboard",1712,1712 : Manufacture of paper and paperboard,17120,17120 : Manufacture of paper and paperboard,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1721,1721 : Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17211,17211 : Manufacture of corrugated paper and paperboard; manufacture of sacks and bags of paper,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1721,1721 : Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17219,17219 : Manufacture of paper and paperboard containers other than sacks and bags,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1722,1722 : Manufacture of household and sanitary goods and of toilet requisites,17220,17220 : Manufacture of household and sanitary goods and of toilet requisites,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1723,1723 : Manufacture of paper stationery,17230,17230 : Manufacture of paper stationery,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1724,1724 : Manufacture of wallpaper,17240,17240 : Manufacture of wallpaper,17,C,C (10-33),Manufacturing
17,17 : Manufacture of paper and paper products,172,172 : Manufacture of articles of paper and paperboard,1729,1729 : Manufacture of other articles of paper and paperboard n.e.c.,17290,17290 : Manufacture of other articles of paper and paperboard,17,C,C (10-33),Manufacturing
